NUM	SMOL RUNICODE	ALT DESCRIPTION	"LANG FAMILY
"	UNICODE	"HTML ENTITIES

"
2077	D	Depreciation known as Capital Consumption in the National Account System (NAS)	"MathDIY
(abstract only)"	U+0044	D
2078	D(E)	Depreciation on fixed and current assets in Enterprises indexed with (E)	"MathDIY
(abstract only)"		"D<sub>&#x1F114;</sub>"
2079	d[n] ∨ d[t] 	Duration of use	"MathDIY
(abstract only)"		"d[n] &#x2228; d[t] "
2080	d[r] ∨ d[i] 	Rate of Depreciation	"MathDIY
(abstract only)"		"d[r] &#x2228; d[i] "
2081	D(E) ⎮§§⎮:= Di ⎮€, $⎮ 	Depreciation, legally required indexed with for i to n 	"MathDIY
(abstract only)"		"&#x0044;<sub>&#x1F114;</sub> &#x23AE;&#x00A7;&#x00A7;&#x23AE; &#x003A;&#x003D; &#x0044;<sub>i</sub> &#x23AE;&#x20AC;&#x002C; &#x0024; &#x23AE;"
2082	D(E) ⎮p⎮:= Di ⎮∆p⎮	Depreciation, implicit indexed with for i to n	"MathDIY
(abstract only)"		"D<sub>&#x1F114;</sub>&#x23AE;&#xA7;&#xA7;&#x23AE;:= D<sub>i </sub>&#x23AE;&#x20AC;, $&#x23AE; "
2083	"Di  := ⎮ac⎮ : d[n]
rn (ac) = 0 := ⎮ac⎮ - (D0 - … - Dn)"	Depreciation, linear	"MathDIY
(abstract only)"		"D<sub>i </sub>:= &#x23AE;ac&#x23AE; : d[n]<br>
r<sub>n</sub> (ac) = 0 := &#x23AE;ac&#x23AE; - (D<sub>0</sub> - &#x2026; - D<sub>n</sub>)"
2084	"ri  := (Di  x 100) : d[r]
Di = ri  x d[r] : 100
D0 = ⎮ac⎮  x d[r] : 100
r0 = ⎮ac⎮  - D0
r1 = r0  - D1 
rn > 0 := ⎮ac⎮ - [D0 +… + Dn]"	"Depreciation, 
geometrically-degressive "	"MathDIY
(abstract only)"		"r<sub>i</sub>  := (D<sub>i</sub>  x 100) : d[r]
D<sub>i</sub> = r<sub>i</sub>  x d[r] : 100
D<sub>0</sub> = &#x23AE;ac&#x23AE;  x d[r] : 100
r<sub>0</sub> = &#x23AE;ac&#x23AE;  - D<sub>0</sub>
r<sub>1</sub> = r<sub>0</sub>  - D<sub>1</sub> 
r<sub>n</sub> &#x3E; 0 := &#x23AE;ac&#x23AE; - [D<sub>0</sub> +&#x2026; + D<sub>n</sub>]"
2085	"ai ⎮D(E)⎮ = a1  - (i - 1)d
d = ai+1 - ai ∧ i:=n ∨ n:=d[n]
sn ⎮∑D⎮ = a1 + a2 + … + an
sn ⎮∑D⎮ = na1 + [n(n-1): 2]d = n[(a1 + an):2] 
rn := ⎮ac⎮- (D1 + D2 + … + Dn)"	"Depreciation, 
arithmetically-degressive "	"MathDIY
(abstract only)"		"a<sub>i</sub> &#x23AE;D(E)&#x23AE; = a<sub>1</sub>  - (i - 1)d<br>
d = a<sub>i</sub>+1 - a<sub>i</sub> &#x2227; i:=n &#x2228; n:=d[n]<br>
s<sub>n</sub> &#x23AE;&#x2211;D&#x23AE; = a<sub>1</sub> + a<sub>2</sub> + &#x2026; + a<sub>n</sub><br>
s<sub>n</sub> &#x23AE;&#x2211;D&#x23AE; = na<sub>1</sub> + [n(n-1): 2]d = n[(a<sub>1</sub> + a<sub>n</sub>):2] <br>
r<sub>n</sub> := &#x23AE;ac&#x23AE;- (D<sub>1</sub> + D<sub>2</sub> + &#x2026; + D<sub>n</sub>)"
2086	D(d) ⎮bps, flops, Hz⎮	Depreciation, digital indexed with demands in parenthesis 	"MathDIY
(abstract only)"		"D<sub>(d)</sub> &#x23AE;bps, flops, Hz&#x23AE;"
2087	D(o) ⎮bps, flops, Hz⎮	Depreciation, digital indexed with offers in parenthesis 	"MathDIY
(abstract only)"		"D<sub>(o)</sub> &#x23AE;bps, flops, Hz&#x23AE;"
2088	"ri  := (Di  x 100) : d[r]
Di = ri  x d[r] : 100
D0 = ⎮ac⎮  x d[r] : 100
D1 = D0  x (1+ d[r] : 100)
Dn = D1  x (1+ d[r] : 100)
∑D(E) = D0  + (D1 + …+ Dn)
r0 = ⎮ac⎮ - D0
r1 = r0  - D1 
rn > 0 := ⎮ac⎮ - D0 - (D1 + …+ Dn)"	"Depreciation, 
geometrically-progressive "	"MathDIY
(abstract only)"		"r<sub>i</sub>  := (D<sub>i</sub>  x 100) : d[r]<br>
D<sub>i</sub> = r<sub>i</sub>  x d[r] : 100<br>
D<sub>0</sub> = &#x23AE;ac&#x23AE;  x d[r] : 100<br>
D<sub>1</sub> = D<sub>0</sub>  x (1+ d[r] : 100)<br>
D<sub>n</sub> = D<sub>1</sub>  x (1+ d[r] : 100)<br>
&#x2211;D<sub>(E)</sub> = D<sub>0</sub>  + (D<sub>1</sub> + &#x2026;+ D<sub>n</sub>)<br>
r<sub>0</sub> = &#x23AE;ac&#x23AE; - D<sub>0</sub><br>
r<sub>1</sub> = r<sub>0</sub>  - D<sub>1</sub> <br>
r<sub>n</sub> &#x3E; 0 := &#x23AE;ac&#x23AE; - D<sub>0</sub> - (D<sub>1</sub> + &#x2026;+ D<sub>n</sub>)<br>"
2089	"ai ⎮D(E)⎮ = a1  + (i - 1)d
d = - ai+1 - ai ∧ i:=n ∨ n:=d[n]
sn ⎮∑D⎮ = a1 + a2 + … + an
sn ⎮∑D⎮ = na1 + [n(n-1): 2]d = n[(a1 + an):2] 
rn := ⎮ac⎮- (D1 + D2 + … + Dn)"	"Depreciation, 
arithmetically-progressive "	"MathDIY
(abstract only)"		"a<sub>i</sub> &#x23AE;D(E)&#x23AE; = a<sub>1</sub>  + (i - 1)d<br>
d = - a<sub>i</sub>+1 - a<sub>i</sub> &#x2227; i:=n &#x2228; n:=d[n]<br>
s<sub>n<sub> &#x23AE;&#x2211;D&#x23AE; = a<sub>1</sub> + a<sub>2</sub> + &#x2026; + a<sub>n</sub><br>
s<sub>n</sub> &#x23AE;&#x2211;D&#x23AE; = na<sub>1</sub> + [n(n-1): 2]d = n[(a<sub>1</sub> + a<sub>n</sub>):2]<br> 
r<sub>n</sub> := &#x23AE;ac&#x23AE;- (D<sub>1</sub> + D<sub>2</sub> + &#x2026; + D<sub>n</sub>)"
2090	D(E) ⎮miles, kWh, rps, revs⎮ 	Depreciation, performance-based	"MathDIY
(abstract only)"		"D<sub>(E)</sub> &#x23AE;miles, kWh, rps, revs&#x23AE; "
2091	W(N)	Water as a free good indexed with Nature (N) in parenthesis, e.g. natural basin, frozen water	"MathDIY
(abstract only)"		W<sub>(N)</sub>
2092	W(G)	available Water from the depth indexed with Ground in parenthesis (G) as factor of production, e.g. stream-ground, drink-water	"MathDIY
(abstract only)"		W<sub>(G)</sub>
2093	W [S]	available Surface Water measured with S (Save)	"MathDIY
(abstract only)"		W [S]
2094	W (HS)	Water from Hot Springs	"MathDIY
(abstract only)"		W (HS)
2095	W (R1)	Water Supply by Rainfall	"MathDIY
(abstract only)"		W (R1)
2096	W (R2)	"Water Supply
by Deposit in Barrel (bl.) = 158,987 Litres"	"MathDIY
(abstract only)"		W (R2)
2097	W (R3)	Water Rights on Stock Exchange per one Million Litres	"MathDIY
(abstract only)"		W (R3)
2098	W [C]	Water measured in Consumption	"MathDIY
(abstract only)"		W [C]
2099	W [Cs]	Water measured in  Circulation of Speed of the Water	"MathDIY
(abstract only)"		W [Cs]
2100	W2 -W1 > 0	Water Treatment with indexed number of reporting period	"MathDIY
(abstract only)"		"W<sub>2</sub> -W<sub>1</sub> &#x3E; 0"
2101	W2 -W1 < 0	Water Wastage with indexed number of reporting period	"MathDIY
(abstract only)"		"W<sub>2</sub> -W<sub>1</sub> &#x3C; 0"
2102	W [p]	Price of Water	"MathDIY
(abstract only)"		W [p]
2103	W [q]	Amount of Water	"MathDIY
(abstract only)"		W [q]
2104	(D) ∷ I🄨 ∈ Y	The proportion between Democracy (D) and Internet indexed with Yours (Y) are Elements of Yield	"MathDIY
(abstract only)"		"(D) &#x2237; I&#x1F128; &#x2208; Y"
2105	(D) := I🄨 ⎮§§⎮ > 100	The attack of common sense on the real-time of the captured world by placarding 100 and more propositions.	"MathDIY
(abstract only)"		"(D) := I&#x1F128; &#x23AE;&#xA7;&#xA7;&#x23AE; &#x3E; 100"
2106	(D) ⊇ I🄨 ⎮§§⎮ ≤ 10	The zen-like Ten Commandments for the Internet without Frontiers (IwF) is superset or equal to equation: Democracy and Internet are Yours. 	"MathDIY
(abstract only)"		"(D) &#x2287; I&#x1F128; &#x23AE;&#xA7;&#xA7;&#x23AE; &#x2264; 10"
2107	(Y) ⊃ I🄨 ⎮§§⎮ ≤ 0	The Data Cloud Prayer for the Internet without Frontiers (IwF) is superset of Yours (Y). 	"MathDIY
(abstract only)"		"(Y) &#x2283; I&#x1F128; &#x23AE;&#xA7;&#xA7;&#x23AE; &#x2264; 0"
2108	(Y) ⊃ I🄨 ⎮§§⎮ ≤ 0	The Data Cloud Lead for the Internet without Frontiers (IwF) is superset of Yours (Y). 	"MathDIY
(abstract only)"		"(Y) &#x2283; I&#x1F128; &#x23AE;&#xA7;&#xA7;&#x23AE; &#x2264; 0"
2109	I🄨 ⎮§§⎮ := sn = a0 + … + an 	The a0 attack of common sense on the real-time of the captured world by placarding 100 and more propositions (thesis), whereby If there is any sequence (ai), it can be used to form a new sequence (sn) of the partial sums. The unknown (n) partial sum is the sum of the first n + 1 terms of (ai), their definition for the Internet without Frontier (IwF) is I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an 	"MathDIY
(abstract only)"		"I&#x1F128; &#x23AE;&#xA7;&#xA7;&#x23AE; := s<sub>n</sub> = a<sub>0</sub> + &#x2026; + a<sub>n</sub> "
2110	"(D) + I(Y) = (Y) ≥ Y = (D) × [(N) - (A)]
"	Democracy and Internet are Yours is greater than or equal to Yield known as Democracy (D) multiplied with entire Nature (N) minus built up and undeveloped Area (A) 	"MathDIY
(abstract only)"		"(D) + I<sub>(Y)</sub> = (Y) &#x2265; Y = (D) &#xD7; [(N) - (A)]"
2111	Y = C + S	Approach to formation of Yield	"MathDIY
(abstract only)"		Y = C + S
2112	Y = C + In	Approach to use of Yield	"MathDIY
(abstract only)"		Y = C + I<sub>n</sub>
2113	S = In	Save = Net Investment	"MathDIY
(abstract only)"		S = C + I<sub>n</sub>
2114	I(i) = SY	"Investment = Save whereby (i) = interest rate and Y = Yield"	"MathDIY
(abstract only)"		I<sub>(i)</sub> = S<sub>Y</sub>
2115	S = Y - C - G	Economic Savings	"MathDIY
(abstract only)"		S = Y - C - G
2116	G	Government Spending/Purchases	"MathDIY
(abstract only)"		G
2117	Nx = Ex - Im	Net Export (stock size)	"MathDIY
(abstract only)"		N<sub><i>x</i></sub> = Ex - Im
2118	S = I + Nx	Save = Investments + Net Export (stock size)	"MathDIY
(abstract only)"		S = I + N<sub><i>x</i></sub>
2119	Y = C + I + Nx	OC - Outside Contribution	"MathDIY
(abstract only)"		Y = C + I + N<sub><i>x</i></sub>
2120	Y1+Im1 = C2+I2+Ex2	CB - Current balance (momentum size)	"MathDIY
(abstract only)"		Y<sub>1</sub>+Im<sub>1</sub> = C<sub>2</sub>+I<sub>2</sub>+Ex<sub>2</sub>
2121	Ig	Gross Investment	"MathDIY
(abstract only)"		I<sub>g</sub>
2122	AE = C + I + G + NX 	"Gross Domestic Product (GDP) – Market Value
by amount that CONSUMERS pay for FINAL goods and services  (not as components)"	"MathDIY
(abstract only)"		AE = C + I + G + N<sub><i>x</i></sub> 
2123	Y = H(p) + i(C)  + r(C) ± PL(E)	"Net Domestic Product (NDP) at factor costs Market Value by amount it costs PRODUCERS to make (form) used and consumer goods (commodities, durables) and services by using INTERMEDIATE goods (including components) and by combining factors of production:  Work (W), Nature (N) or (G) Ground, Capital (C)"	"MathDIY
(abstract only)"		"Y = H<sub>(p)</sub> + i<sub>(C)</sub>  + r<sub>(C)</sub> &#xB1; PL<sub>(E)</sub>"
2124	NT(S) = t(S) [(H)+(E)] - b(S) [(H)+(E)]	"Net Tranfer (NT) excluding of social security contribution 
and social security charges  (e.g. governmental fees, custom dues, development assistance, benefit to non-government institutions, education, academic research) whereby t= taxes and b = benefits indexed with State (S)"	"MathDIY
(abstract only)"		NT<sub>(S)</sub> = t<sub>(S)</sub> [(H)+(E)] - b<sub>(S)</sub> [(H)+(E)]
2125	Y = C + S + NT(S)	"Gross Domestic Product (GDP) – Market Value
by amount that CONSUMERS render (use) for final goods and services (not as components)"	"MathDIY
(abstract only)"		Y = C + S + NT<sub>(S)</sub>
2126	i(C)  + r(C) ± PL(E)	Net operation surplus earned by Nature (N), Capital and Enterprise (E)	"MathDIY
(abstract only)"		"i<sub>(C)</sub>  + r<sub>(C)</sub> &#xB1; PL<sub>(E)</sub>"
2127	"    Yield (Income Approach) ./. statistical discrepancies = GPD (Expenditure Approach) "	adjusted Gross Domestic Product (GDP) by Expenditures Approach	"MathDIY
(abstract only)"		"Yield (Income Approach)&#x2028;./. statistical discrepancies&#x2028;= GPD (Expenditure Approach) "
2128	"   GDP (Gross Domestic Product) + net factor income from abroad = GNP (Gross National Product)"	Gross National Product (GNP)	"MathDIY
(abstract only)"		"GDP (Gross Domestic Product)&#x2028;+ net factor income from abroad&#x2028;= GNP (Gross National Product)"
2129	"  GNP (Gross National product) - Depreciation = NNP (Net National Product)"	Net National Product (NNP)	"MathDIY
(abstract only)"		"GNP (Gross National product)&#x2028;- Depreciation&#x2028;= NNP (Net National Product)"
2130	"   NNP (Net National Product) ./. statistical discrepancies = NI (National Income)"	National Income (NI)	"MathDIY
(abstract only)"		"NNP (Net National Product)&#x2028;./. statistical discrepancies&#x2028;= NI (National Income)"
2131	"  NI (National Income) - retained profits + transfer payments = PI (Personal Income)"	Personal Income (PI)	"MathDIY
(abstract only)"		"NI (National Income)&#x2028;- retained profits&#x2028;+ transfer payments&#x2028;= PI (Personal Income)"
2132	"   PI (Personal Income) by Households (H) ./. Personal Income Tax = DPI (Disposable Personal Income)"	Disposable Personal Income (DPI)	"MathDIY
(abstract only)"		"PI (Personal Income) by Households (H)&#x2028;./. Personal Income Tax&#x2028;= DPI (Disposable Personal Income)"
2133	°P	Level of the Price	"MathDIY
(abstract only)"		"&#xB0;P"
2134	°P2 - °P1 > 0	Inflation known as difference between the Level of the Price of the reporting periods greater than 0	"MathDIY
(abstract only)"		"&#xB0;P<sub>2</sub> - &#xB0;P<sub>1</sub> &#x3E; 0"
2135	🄜	Money Supply	"MathDIY
(abstract only)"		"&#x1F11C;"
2136	🄜2 - 🄜1 > 0	Money Creation	"MathDIY
(abstract only)"		"&#x1F11C;<sub>2</sub> - &#x1F11C;<sub>1</sub> &#x3E; 0"
2137	Cs🄜	Circulation of Speed for Money	"MathDIY
(abstract only)"		"Cs<sub>&#x1F11C;</sub>"
2138	°P = [🄜 x Cs🄜] ÷ Y	Equation of the price level 	"MathDIY
(abstract only)"		"&#xB0;P = [&#x1F11C; x Cs<sub>&#x1F11C;</sub>] &#xF7; Y"
2139	Cs2🄜 - Cs1🄜 > 0	"Circulation of Speed for Money
increases or remain constant"	"MathDIY
(abstract only)"		"Cs<sub>2&#x1F11C</sub>; - Cs<sub>1&#x1F11C;</sub> &#x3E; 0"
2140	🄜2 - 🄜1 > [Y2-Y1]-[Cs2🄜-Cs1🄜]	"Inflation Equation
showing the change rates 
of the reporting periods"	"MathDIY
(abstract only)"		"&#x1F11C;<sub>2</sub> - &#x1F11C;<sub>1</sub> &#x3E; [Y<sub>2</sub>-Y<sub>1</sub>]-[Cs<sub>2&#x1F11C;</sub>-Cs<sub>1&#x1F11C;</sub>]"
2141	Y x °P= 🄜 x Cs🄜	"Identity Equation
approach to quantity of Yield"	"MathDIY
(abstract only)"		"Y x &#xB0;P= &#x1F11C; x Cs<sub>&#x1F11C;</sub>"
2142	Y2 - Y1 > 0	Yield Creation	"MathDIY
(abstract only)"		"Y<sub>2</sub> - Y<sub>1</sub> &#x3E; 0"
2143	Y2 ÷ Hrp - Y1÷Hrp > 0	Real Yield creation (real GDP divided by person)	"MathDIY
(abstract only)"		"Y<sub>2</sub> &#xF7; H<sub>rp</sub> - Y<sub>1</sub>&#xF7;H<sub>rp</sub> &#x3E; 0"
2144	CPI = 100%	"Consumer Price Index (CPI)
underlying consumer basket  (standard cost of living)"	"MathDIY
(abstract only)"		CPI = 100%
2145	NGDP = p1x1	"Nominal Gross Domestic Product (NGDP)
actual-actual comparision  between reported periods"	"MathDIY
(abstract only)"		NGDP = p<sub>1</sub>x<sub>1</sub>
2146	"  GDP deflator => (NGDP ÷ RGDP) x 100% => (p1x1 ÷ pnx1) x 100%"	"Real Gross Domestic Product (RGDP) nominal-actual comparision 
between a fixed year (base period = 100 %)"	"MathDIY
(abstract only)"		"GDP deflator&#x2028;=&#x3E; (NGDP &#xF7; RGDP) x 100%&#x2028;=&#x3E; (p<sub>1</sub>x<sub>1</sub> &#xF7; p<sub>n</sub>x<sub>1</sub>) x 100%"
2147	Y < Yp	labor and other factors of production are unemployed	"MathDIY
(abstract only)"		"Y &#x3C; Y<sub>p</sub>"
2148	Y = Yp	labor and other factors are fully used	"MathDIY
(abstract only)"		Y = Y<sub>p</sub>
2149	Y > Yp	labor and other factors are over-employed	"MathDIY
(abstract only)"		"Y &#x3E; Y<sub>p</sub>"
2150	TX	TX – Terra X (worldwide, one planet)	"MathDIY
(abstract only)"		TX
2151	SX	SX – Space X (extraterrestrial, one galaxy)	"MathDIY
(abstract only)"		SX
2152	WB	WB – World Balance (the fourth sector)	"MathDIY
(abstract only)"		WB
2153	CB	CB – Current Balance	"MathDIY
(abstract only)"		CB
2154	OC	OC – Outside Contribution	"MathDIY
(abstract only)"		OC
2155	M(P) 	M(P) – Goods Market indexed with Product in parenthesis	"MathDIY
(abstract only)"		M<sub>(P)</sub>
2156	M(R)  	M(R)  – Resource Market  indexed with Resource in parenthesis	"MathDIY
(abstract only)"		M<sub>(R)</sub>
2157	M(M)	"M(M) – Financial Market indexed with Money Supply in parenthesis
"	"MathDIY
(abstract only)"		M<sub>(M)</sub>
2158	UR	UR – Unemployment Rate	"MathDIY
(abstract only)"		UR
2159	BC(E)	BC(E) – Blank Cheque by Enterprise (E)	"MathDIY
(abstract only)"		BC<sub>(E)</sub>
2160	🄓 + I🄨 = 🄨	Approach to formation of Yours (Y)	"MathDIY
(abstract only)"		"&#x1F113; + I<sub>&#x1F128;</sub> = &#x1F128;"
2161	🄨 = 🄓 x [🄝 - 🄐]	Approach to use of Yours (Y)	"MathDIY
(abstract only)"		"&#x1F128; = &#x1F113; x [&#x1F11D; - &#x1F110;]"
2162	🄐 = 🄐b+🄐u	Area (A) = built up Area plus undeveloped Area	"MathDIY
(abstract only)"		"&#x1F110; = &#x1F110;b+&#x1F110;u"
2163	Y = 🄓 x [🄝 - 🄐]	"Yield = Yours (Y)
comparison between factor of ecosystem "	"MathDIY
(abstract only)"		"Y = &#x1F113; x [&#x1F11D; - &#x1F110;]"
2164	🄖	"Ground in parenthesis
factor of production; whereby (G) ≤ (A) < (N) "	"MathDIY
(abstract only)"		"&#x1F116;"
2165	🄦	"Work in parenthesis
factor of production
🄦 ≠ W, Water"	"MathDIY
(abstract only)"		"&#x1F126;"
2166	🄒	"Capital in parenthesis factor of production
🄒 ≠ C, Consumption"	"MathDIY
(abstract only)"		"&#x1F112;"
2167	🄟	"Product factor of production
🄟 ≠ °P - Level of the Price"	"MathDIY
(abstract only)"		"&#x1F11F;"
2168	H🄒	Human indexed with Capital	"MathDIY
(abstract only)"		"H<sub>&#x1F112;</sub>"
2169	H🄡	Human indexed with Resources	"MathDIY
(abstract only)"		"H<sub>&#x1F121;</sub>"
2170	H⒪ = H⒟	Compensation in the labour market: Human indexed with offers (o) equal to Human indexed with demands (d)	"MathDIY
(abstract only)"		"H<sub>&#x24AA;</sub> = H<sub>&#x249F;</sub>"
2171	H🄒 > H🄡	Unexploited Human Development: Human Capital greater than Human Resources	"MathDIY
(abstract only)"		"H<sub>&#x1F112;</sub> &#x3E; H<sub>&#x1F121;</sub>"
2172	"H⒪ ÷ H⒟ ≤ H⒤ H⒪ ÷ H⒟ ≤ 2"	"Full employment
whereby H⒤ ≤ 2"	"MathDIY
(abstract only)"		"H<sub>&#x24AA;</sub> &#xF7; H<sub>&#x249F;</sub> &#x2264;H<sub>&#x24A4;</sub><br>H<sub>&#x24AA;</sub> &#xF7; H<sub>&#x249F;</sub> &#x2264; 2"
2173	"🄗 1🄗 ≤ 9H ≤ 360qm"	"Household (H) Part of the economic cycle system whereby 1 Household (H) has up to 9 person whereby 40qm for each person"	"MathDIY
(abstract only)"		"&#x1F117;<br>1&#x1F117; &#x2264; 9H &#x2264; 360qm"
2174	🄢	"State (S) Part of the economic cycle system"	"MathDIY
(abstract only)"		"&#x1F122;"
2175	🄔 > 🄔s + 🄔m + 🄔l	"small, medium, large Entrepreneur/Enterprise
Part of the economic cycle system"	"MathDIY
(abstract only)"		"&#x1F114; &#x3E; &#x1F114;<sub>s</sub> + &#x1F114;<sub>m</sub> + &#x1F114;<sub>l</sub>"
2176	"🄨 ≥ Y [🄨2-🄨1] ÷ [Y2-Y1] > 0"	"Value for Citizen: Yours (Y) is greater than or equal to Yield – Value Creation for Citizen
Determinant for Quality
whereby difference quotient greater 0"	"MathDIY
(abstract only)"		"&#x1F128; &#x2265; Y<br>
[&#x1F128;<sub>2</sub>-&#x1F128;<sub>1</sub>] &#xF7; [Y<sub>2</sub>-Y<sub>1</sub>] &#x3E; 0"
2177	"Y ≥ 🄨 [Y2-Y1] ÷ [🄨2-🄨1] > 0"	"Value for State: Yield is greater than or equal to Yours (Y) – Value Creation for State
Determinant for Quantity
whereby difference quotient greater 0"	"MathDIY
(abstract only)"		"Y &#x2265; &#x1F128;<br>
[Y<sub>2</sub>-Y<sub>1</sub>] &#xF7; [&#x1F128;<sub>2</sub>-&#x1F128;<sub>1</sub>] &#x3E; 0"
2178	°🄛☰	Level of media literacy (satisfaction) using the Burger Sign	"MathDIY
(abstract only)"		"&#xB0;&#x1F11B;&#x2630;"
2179	°🄛≋	Level of liquidity for crypto currency (stability) using the Triple Tilde	"MathDIY
(abstract only)"		"&#xB0;&#x1F11B;&#x224B;"
2180	°🄕 ≤ 360°	"optimum Level of Freedom
during the free world trade"	"MathDIY
(abstract only)"		"&#xB0;&#x1F115; &#x2264; 360&#xB0;"
2181	°🄒 ≤ 100°	"optimum Level of Constitution
in a domestic economy"	"MathDIY
(abstract only)"		"&#xB0;&#x1F112; &#x2264; 100&#xB0;"
2182	🄓x = AEx - HIm	"Democracy Deficit
Export of Armaments minus Import of Humanity
whereby AEx subset of Export (including mandate and military spending) 
whereby HIm subset of Import (including asylum application and acquisition of staff from abroad)"	"MathDIY
(abstract only)"		"&#x1F113;<sub>x</sub> = A<sub>Ex</sub> - H<sub>Im</sub>"
2183	🄓2 - 🄓1 > 0	Democracy Benefit between two reporting periods	"MathDIY
(abstract only)"		"&#x1F113;<sub>2</sub> - &#x1F113;<sub>1</sub> &#x3E; 0"
2184	🄓2 - 🄓1 < 0	Democracy Deficit between two reporting periods	"MathDIY
(abstract only)"		"&#x1F113;<sub>2</sub> - &#x1F113;<sub>1</sub> &#x3C; 0"
2185	Hx = (W)Ex + [H⒪ - H⒟] - HIm + ∑H(H)	"Human Development Index
in a reporting period: Work (W) is subset of Export (e.g. brain drain, movement of labour) plus Balance of Human indexed with offers and Human indexed with demands minus Humanity Import plus Human Balance indexed with (H) for consideration of absolute births and death in Households (H)"	"MathDIY
(abstract only)"		"H<sub>x</sub> = (W)<sub>Ex</sub> + [H<sub>&#x24AA;</sub> - H<sub>&#x249F;</sub>] - H<sub>Im</sub> + &#x2211;H<sub>(H)</sub>"
2186	"               k E[S(E)] = ∑ xipi = x1p1 + … + xkpk               i=1"	"Strategic Approach by Enterprise/Entrepreneur (E):
Summation of product xipi with k over i=1 is result of x1p1 + … + xkpk"	"MathDIY
(abstract only)"		"k&#x2028;<br>
E[S(E)] = &#x2211; x<sub>i</sub>p<sub>i</sub> = x<sub>1</sub>p<sub>1</sub> + &#x2026; + x<sub>k</sub>p<sub>k</sub>
&#x2028;<br>i=1"
2187	"             m v(a)[E] = ∑ wrvr (ar) = w1v1(a1) + …              r=1"	Estimated Resource Planning (ERP) by Enterprise/Entrepreneur (E) – main condition	"MathDIY
(abstract only)"		"m&#x2028;<br>
v(a)[E] = &#x2211; w<sub>r</sub>v<sub>r</sub> (a<sub>r</sub>) = w<sub>1</sub>v<sub>1</sub>(a<sub>1</sub>) + &#x2026;&#x2028;<br>
r=1"
2188	"                                       n
v(a)[°i] => wp(wr) = rp ÷ ∑ rp
                                     p=1"	Estimated Resource Planning (ERP) by Enterprise/Entrepreneur (E) – constraint condition	"MathDIY
(abstract only)"		"n<br>
v(a)[&#xB0;i] =&#x3E; w<sub>p</sub>(w<sub>r</sub>) = r<sub>p</sub> &#xF7; &#x2211; r<sub>p</sub><br>p=1"
2189	7S(E)	7-S(E)-Modell by McKinsey whereby S = Strategy indexed with Enterprise/Entrepreneur (E)	"MathDIY
(abstract only)"		7S<sub>(E)</sub>
2190	12S(E)	12-S(E)-Molecule by Jens T. Hinrichs whereby S = Strategy indexed with Enterprise/Entrepreneur (E)	"MathDIY
(abstract only)"		12S<sub>(E)</sub>
2191	7Ps + ∑Px	POLITICS-Mix by Jens T. Hinrichs	"MathDIY
(abstract only)"		"7Ps + &#x2211;P<i>x</i>"
2192	4Pm + ∑Py	PLAYER-Model by Jens T. Hinrichs	"MathDIY
(abstract only)"		"4Pm + &#x2211;P<i>y</i>"
2193	4S ∈ 7Ps+∑Px,y	STRATEGY-Model by McKinsey is element of term known as POLITICS-Mix and PLAYER-Model	"MathDIY
(abstract only)"		"4S &#x2208; 7Ps+&#x2211;P<i>x,y</i>"
2194	4Pm+∑Px,y ∈ 4F×3Fx2FxF4F	FORCES-Model by Jens T. Hinrichs	"MathDIY
(abstract only)"		"4Pm+&#x2211;P<i>x,y</i> &#x2208; 4F&#xD7;3Fx2FxF4F"
2195	2F	Financial risk and Crowd Funding as variables (weighting factor) in the FORCES-Model by Jens T. Hinrichs	"MathDIY
(abstract only)"		2F
2196	3F	Faith or Fairness, Family and Freedom as variables (weighting factor) in the FORCES-Model by Jens T. Hinrichs 	"MathDIY
(abstract only)"		3F
2197	4F	S.W.A.T.–Analysis known as Skills, Willingness to change something, Action to be taken, Team or Technique are variables (weighting factor) in the FORCES-Model by Jens T. Hinrichs 	"MathDIY
(abstract only)"		4F
2198	F4F	Fridays for Future (F4F) as a variable (weighting factor) in the FORCES-Model by Jens T. Hinrichs	"MathDIY
(abstract only)"		F4F
2199	v(a)[°i] =⎜iP2🄨⎟	"iPotency
value for a human being"	"MathDIY
(abstract only)"		"v(a)[&#xB0;i] =&#x239C;iP<sup>2</sup><sub>&#x1F128;</sub>&#x239F;"
